index,prediction,probability,true_label,truncated
28c3b04e75aaf2f1b33013cecebd38ae0d6a0b88,NonBugFix,0.901148,NonBugFix,False
95ba62f83dfa05990d2165484330cdd0792064d8,BugFix,0.873736,NonBugFix,False
96a1477d02e29b3002678f4da9ca55184888a54c,NonBugFix,0.899870,NonBugFix,False
8bd2486b519ed6dcdc638843514d9034b7f3c49f,NonBugFix,0.900789,NonBugFix,True
a342029d36fc8cdd6be3ab540cd2527ddd022188,BugFix,0.873754,NonBugFix,False
a6fa02a07fe374204e9e02914ccf1cc9812aa5ba,BugFix,0.625518,NonBugFix,False
9aa093303a2580c5cd165e95b0d59062ec9ec835,NonBugFix,0.583251,NonBugFix,False
0ed50ca00c1d9abacff4f667afa3d366c9b04e01,BugFix,0.873742,NonBugFix,False
0ace17c659c5e73c9de4003718ba4860bfa3be43,NonBugFix,0.900681,NonBugFix,False
a376c8da9d3fa0e8b600b69cdc30c9fb0d303709,NonBugFix,0.900981,NonBugFix,True
6ed722529007866fd89f6d996b8be5f4129c27a5,NonBugFix,0.900737,NonBugFix,True
d9a4fb410d6608260a597b1d72b9153c585caa5d,NonBugFix,0.901030,NonBugFix,True
1eee950ac167c1bc02918819c84e6cccb9eebb5f,NonBugFix,0.900877,NonBugFix,True
a7e7e662aec3201493c48b78be0ec0a7ef3cfbbe,NonBugFix,0.900776,NonBugFix,False
2d6a57d5727d4db527caffd7827d60bb2e303846,NonBugFix,0.900477,NonBugFix,True
830df67181827218ed8525ac924b073cffe4536f,NonBugFix,0.900931,NonBugFix,False
b0d00c5b3003a233c793a0f092f15358530a0acb,NonBugFix,0.900845,NonBugFix,False
0ab9ab9ce7eeaeb195740d36de05daa0fe3b003c,NonBugFix,0.900923,NonBugFix,False
3b73c810de961f01ab2dd27710c7e17a0490e208,NonBugFix,0.901106,NonBugFix,True
296b6b2f5757d2f8100daef0d2507183deeca77a,NonBugFix,0.900954,NonBugFix,True
28696f9d6030a11da29b47c760026b7568002df8,NonBugFix,0.901082,NonBugFix,True
950786a8cc1a83dde6e590f59958f9ada8699288,NonBugFix,0.901065,NonBugFix,True
c5c3e019a461fedf064eef019f4536f00df61dec,NonBugFix,0.901022,NonBugFix,True
5d4ad11296c8ed4eb447509c110ca206d6c94218,NonBugFix,0.900821,NonBugFix,False
6f1932ab677b4e544fa964a6aacc7e888613ff2f,NonBugFix,0.899922,NonBugFix,False
